####################################################################################################
#   σχῆμα (101851)                                                                                 #
####################################################################################################

σχῆμα:K0 ~ correlation with genres

                          Spearman's ρ         p
σχῆμα: K4 ~ G:Tragedy         0.231455  0.446742
σχῆμα: K4 ~ G:Oratory         0.150353  0.623932
σχῆμα: K4 ~ G:Philosophy      0.085458  0.781333
σχῆμα: K4 ~ G:Comedy          0.078621  0.798488
σχῆμα: K4 ~ G:Essays          0.060399  0.844607
σχῆμα: K4 ~ G:Religion        0.060399  0.844607


σχῆμα:K4 ~ correlation with subgenres

                                             Spearman's ρ         p
σχῆμα: K4 ~ SG:Medicine                          0.497935  0.083337
σχῆμα: K4 ~ SG:Protreptics                       0.462910  0.111173
σχῆμα: K4 ~ SG:Novel                             0.462910  0.111173
σχῆμα: K4 ~ SG:Grammar                           0.462910  0.111173
σχῆμα: K4 ~ SG:Mythology                         0.462910  0.111173
σχῆμα: K4 ~ SG:Biography                        -0.408710  0.165561
σχῆμα: K4 ~ SG:Bucolic                           0.385758  0.192978
σχῆμα: K4 ~ SG:Church history                    0.308607  0.304937
σχῆμα: K4 ~ SG:Homily                            0.308607  0.304937
σχῆμα: K4 ~ SG:Narrative                        -0.308607  0.304937
σχῆμα: K4 ~ SG:Hymns                             0.308607  0.304937
σχῆμα: K4 ~ SG:Letters                           0.308607  0.304937
σχῆμα: K4 ~ SG:History                           0.288969  0.338287
σχῆμα: K4 ~ SG:Geography                         0.248942  0.412122
σχῆμα: K4 ~ SG:Tragedy                           0.231455  0.446742
σχῆμα: K4 ~ SG:Art History                       0.192186  0.529335
σχῆμα: K4 ~ SG:Mathematics                       0.192186  0.529335
σχῆμα: K4 ~ SG:Hunting                          -0.154303  0.614737
σχῆμα: K4 ~ SG:Horsemanship                     -0.154303  0.614737
σχῆμα: K4 ~ SG:Science                          -0.154303  0.614737
σχῆμα: K4 ~ SG:Oratory                           0.150353  0.623932
σχῆμα: K4 ~ SG:Essay                             0.107375  0.726977
σχῆμα: K4 ~ SG:Philosophy                        0.085458  0.781333
σχῆμα: K4 ~ SG:Comedy                            0.078621  0.798488
σχῆμα: K4 ~ SG:Miscellanea                      -0.077152  0.802187
σχῆμα: K4 ~ SG:Natural History                  -0.077152  0.802187
σχῆμα: K4 ~ SG:Theology                          0.008736  0.977404
σχῆμα: K4 ~ SG:Military                          0.003716  0.990388
σχῆμα: K4 ~ SG:Rhetoric, poetics, criticism     -0.003132  0.991897
σχῆμα: K4 ~ SG:Choral                                 NaN       NaN
σχῆμα: K4 ~ SG:Didactic                               NaN       NaN
σχῆμα: K4 ~ SG:Epic                                   NaN       NaN
σχῆμα: K4 ~ SG:Epigrams                               NaN       NaN
σχῆμα: K4 ~ SG:Erotic                                 NaN       NaN
σχῆμα: K4 ~ SG:Politics                               NaN       NaN
σχῆμα: K4 ~ SG:Psalms                                 NaN       NaN


σχῆμα:K5 ~ correlation with genres

                          Spearman's ρ         p
σχῆμα: K5 ~ G:Essays         -0.489900  0.089243
σχῆμα: K5 ~ G:Letters        -0.462910  0.111173
σχῆμα: K5 ~ G:Oratory        -0.460455  0.113332
σχῆμα: K5 ~ G:Narrative      -0.423898  0.148876
σχῆμα: K5 ~ G:Tragedy        -0.385758  0.192978
σχῆμα: K5 ~ G:Technical      -0.322162  0.283052
σχῆμα: K5 ~ G:Religion       -0.248305  0.413358
σχῆμα: K5 ~ G:Comedy         -0.148507  0.628246
σχῆμα: K5 ~ G:Philosophy      0.092889  0.762788
σχῆμα: K5 ~ G:Poetry          0.000000  1.000000


σχῆμα:K5 ~ correlation with subgenres

                                             Spearman's ρ         p
σχῆμα: K5 ~ SG:Essay                            -0.516744  0.070583
σχῆμα: K5 ~ SG:Medicine                         -0.462992  0.111101
σχῆμα: K5 ~ SG:Hymns                            -0.462910  0.111173
σχῆμα: K5 ~ SG:Church history                   -0.462910  0.111173
σχῆμα: K5 ~ SG:Letters                          -0.462910  0.111173
σχῆμα: K5 ~ SG:Homily                           -0.462910  0.111173
σχῆμα: K5 ~ SG:Oratory                          -0.460455  0.113332
σχῆμα: K5 ~ SG:Theology                         -0.401843  0.173485
σχῆμα: K5 ~ SG:Tragedy                          -0.385758  0.192978
σχῆμα: K5 ~ SG:Narrative                         0.385758  0.192978
σχῆμα: K5 ~ SG:Art History                      -0.314485  0.295332
σχῆμα: K5 ~ SG:Hunting                           0.231455  0.446742
σχῆμα: K5 ~ SG:Science                           0.231455  0.446742
σχῆμα: K5 ~ SG:Grammar                          -0.231455  0.446742
σχῆμα: K5 ~ SG:Mythology                        -0.231455  0.446742
σχῆμα: K5 ~ SG:Protreptics                      -0.231455  0.446742
σχῆμα: K5 ~ SG:Horsemanship                      0.231455  0.446742
σχῆμα: K5 ~ SG:Novel                            -0.231455  0.446742
σχῆμα: K5 ~ SG:History                          -0.225396  0.459057
σχῆμα: K5 ~ SG:Military                         -0.204355  0.503053
σχῆμα: K5 ~ SG:Comedy                           -0.148507  0.628246
σχῆμα: K5 ~ SG:Philosophy                        0.092889  0.762788
σχῆμα: K5 ~ SG:Rhetoric, poetics, criticism      0.081441  0.791402
σχῆμα: K5 ~ SG:Natural History                   0.077152  0.802187
σχῆμα: K5 ~ SG:Miscellanea                       0.077152  0.802187
σχῆμα: K5 ~ SG:Biography                        -0.052018  0.865980
σχῆμα: K5 ~ SG:Mathematics                       0.026207  0.932275
σχῆμα: K5 ~ SG:Geography                         0.007431  0.980778
σχῆμα: K5 ~ SG:Bucolic                           0.000000  1.000000
σχῆμα: K5 ~ SG:Choral                                 NaN       NaN
σχῆμα: K5 ~ SG:Didactic                               NaN       NaN
σχῆμα: K5 ~ SG:Epic                                   NaN       NaN
σχῆμα: K5 ~ SG:Epigrams                               NaN       NaN
σχῆμα: K5 ~ SG:Erotic                                 NaN       NaN
σχῆμα: K5 ~ SG:Politics                               NaN       NaN
σχῆμα: K5 ~ SG:Psalms                                 NaN       NaN


σχῆμα:K6 ~ correlation with genres

                          Spearman's ρ         p
σχῆμα: K6 ~ G:Poetry          0.462910  0.111173
σχῆμα: K6 ~ G:Narrative       0.457810  0.115691
σχῆμα: K6 ~ G:Comedy         -0.288278  0.339495
σχῆμα: K6 ~ G:Tragedy        -0.231455  0.446742
σχῆμα: K6 ~ G:Religion        0.208040  0.495214
σχῆμα: K6 ~ G:Technical       0.175211  0.566957
σχῆμα: K6 ~ G:Essays          0.087242  0.776869
σχῆμα: K6 ~ G:Letters         0.077152  0.802187
σχῆμα: K6 ~ G:Philosophy     -0.055733  0.856493
σχῆμα: K6 ~ G:Oratory        -0.025059  0.935236


σχῆμα:K6 ~ correlation with subgenres

                                             Spearman's ρ         p
σχῆμα: K6 ~ SG:Rhetoric, poetics, criticism      0.485514  0.092584
σχῆμα: K6 ~ SG:Bucolic                           0.462910  0.111173
σχῆμα: K6 ~ SG:History                           0.384329  0.194774
σχῆμα: K6 ~ SG:Narrative                         0.308607  0.304937
σχῆμα: K6 ~ SG:Comedy                           -0.288278  0.339495
σχῆμα: K6 ~ SG:Medicine                         -0.235864  0.437882
σχῆμα: K6 ~ SG:Tragedy                          -0.231455  0.446742
σχῆμα: K6 ~ SG:Geography                         0.200640  0.511014
σχῆμα: K6 ~ SG:Mathematics                      -0.174714  0.568075
σχῆμα: K6 ~ SG:Art History                       0.165978  0.587869
σχῆμα: K6 ~ SG:Horsemanship                     -0.154303  0.614737
σχῆμα: K6 ~ SG:Hunting                          -0.154303  0.614737
σχῆμα: K6 ~ SG:Science                          -0.154303  0.614737
σχῆμα: K6 ~ SG:Miscellanea                       0.154303  0.614737
σχῆμα: K6 ~ SG:Natural History                   0.154303  0.614737
σχῆμα: K6 ~ SG:Military                          0.126329  0.680894
σχῆμα: K6 ~ SG:Church history                    0.077152  0.802187
σχῆμα: K6 ~ SG:Protreptics                      -0.077152  0.802187
σχῆμα: K6 ~ SG:Novel                            -0.077152  0.802187
σχῆμα: K6 ~ SG:Homily                            0.077152  0.802187
σχῆμα: K6 ~ SG:Mythology                        -0.077152  0.802187
σχῆμα: K6 ~ SG:Grammar                          -0.077152  0.802187
σχῆμα: K6 ~ SG:Letters                           0.077152  0.802187
σχῆμα: K6 ~ SG:Hymns                             0.077152  0.802187
σχῆμα: K6 ~ SG:Essay                             0.067110  0.827562
σχῆμα: K6 ~ SG:Philosophy                       -0.055733  0.856493
σχῆμα: K6 ~ SG:Theology                         -0.052414  0.864967
σχῆμα: K6 ~ SG:Oratory                          -0.025059  0.935236
σχῆμα: K6 ~ SG:Biography                         0.014862  0.961566
σχῆμα: K6 ~ SG:Choral                                 NaN       NaN
σχῆμα: K6 ~ SG:Didactic                               NaN       NaN
σχῆμα: K6 ~ SG:Epic                                   NaN       NaN
σχῆμα: K6 ~ SG:Epigrams                               NaN       NaN
σχῆμα: K6 ~ SG:Erotic                                 NaN       NaN
σχῆμα: K6 ~ SG:Politics                               NaN       NaN
σχῆμα: K6 ~ SG:Psalms                                 NaN       NaN


σχῆμα:K7 ~ correlation with genres

                          Spearman's ρ         p
σχῆμα: K7 ~ G:Essays          0.617408  0.024558
σχῆμα: K7 ~ G:Religion        0.496611  0.084291
σχῆμα: K7 ~ G:Narrative       0.486070  0.092156
σχῆμα: K7 ~ G:Oratory         0.447926  0.124793
σχῆμα: K7 ~ G:Comedy         -0.445521  0.127078
σχῆμα: K7 ~ G:Letters         0.385758  0.192978
σχῆμα: K7 ~ G:Tragedy        -0.231455  0.446742
σχῆμα: K7 ~ G:Poetry         -0.154303  0.614737
σχῆμα: K7 ~ G:Philosophy     -0.148622  0.627977
σχῆμα: K7 ~ G:Technical       0.039564  0.897892


σχῆμα:K7 ~ correlation with subgenres

                                             Spearman's ρ         p
σχῆμα: K7 ~ SG:Essay                             0.624119  0.022615
σχῆμα: K7 ~ SG:Military                          0.594488  0.032130
σχῆμα: K7 ~ SG:Theology                          0.471728  0.103646
σχῆμα: K7 ~ SG:Oratory                           0.447926  0.124793
σχῆμα: K7 ~ SG:Comedy                           -0.445521  0.127078
σχῆμα: K7 ~ SG:Church history                    0.385758  0.192978
σχῆμα: K7 ~ SG:Science                          -0.385758  0.192978
σχῆμα: K7 ~ SG:Homily                            0.385758  0.192978
σχῆμα: K7 ~ SG:Horsemanship                     -0.385758  0.192978
σχῆμα: K7 ~ SG:Hunting                          -0.385758  0.192978
σχῆμα: K7 ~ SG:Hymns                             0.385758  0.192978
σχῆμα: K7 ~ SG:Letters                           0.385758  0.192978
σχῆμα: K7 ~ SG:Geography                         0.360408  0.226386
σχῆμα: K7 ~ SG:Art History                       0.358164  0.229503
σχῆμα: K7 ~ SG:History                           0.274521  0.364047
σχῆμα: K7 ~ SG:Tragedy                          -0.231455  0.446742
σχῆμα: K7 ~ SG:Mathematics                      -0.200921  0.510408
σχῆμα: K7 ~ SG:Rhetoric, poetics, criticism      0.187941  0.538639
σχῆμα: K7 ~ SG:Biography                         0.178346  0.559927
σχῆμα: K7 ~ SG:Mythology                         0.154303  0.614737
σχῆμα: K7 ~ SG:Novel                             0.154303  0.614737
σχῆμα: K7 ~ SG:Protreptics                       0.154303  0.614737
σχῆμα: K7 ~ SG:Grammar                           0.154303  0.614737
σχῆμα: K7 ~ SG:Bucolic                          -0.154303  0.614737
σχῆμα: K7 ~ SG:Philosophy                       -0.148622  0.627977
σχῆμα: K7 ~ SG:Medicine                         -0.078621  0.798488
σχῆμα: K7 ~ SG:Miscellanea                       0.077152  0.802187
σχῆμα: K7 ~ SG:Natural History                   0.077152  0.802187
σχῆμα: K7 ~ SG:Narrative                         0.000000  1.000000
σχῆμα: K7 ~ SG:Choral                                 NaN       NaN
σχῆμα: K7 ~ SG:Didactic                               NaN       NaN
σχῆμα: K7 ~ SG:Epic                                   NaN       NaN
σχῆμα: K7 ~ SG:Epigrams                               NaN       NaN
σχῆμα: K7 ~ SG:Erotic                                 NaN       NaN
σχῆμα: K7 ~ SG:Politics                               NaN       NaN
σχῆμα: K7 ~ SG:Psalms                                 NaN       NaN


σχῆμα:K8 ~ correlation with genres

                          Spearman's ρ         p
σχῆμα: K8 ~ G:Letters         0.462910  0.111173
σχῆμα: K8 ~ G:Religion        0.422790  0.150054
σχῆμα: K8 ~ G:Comedy         -0.349428  0.241883
σχῆμα: K8 ~ G:Narrative       0.327814  0.274205
