LEMMA	ID	FREQUENCY
πῆχυς	83030	818
ταχέως	102669	818
ἔξειμι	37075	816
γραφή	22814	816
προαιρέω	86458	813
προσδοκάω	88917	812
ἀγρός	941	811
ἄρσην	15571	811
καίω	52055	809
Βοιωτός	20256	809
μεθίστημι	65628	809
ἐμπίπλημι	nlsj39585	809
ἐνθυμέομαι	35642	809
Μακεδονία	64598	804
φυγάς	112467	803
ἀκριβῶς	nlsj15362	803
ἀδικία	1384	803
λόφος	63960	797
οὖς	76028	797
ἥδομαι	46648	796
δῆτα	24506	796
παρατίθημι	78926	795
ὑπόθεσις	108411	795
γῆρας	nlsj58406	794
λιμός	63352	794
μόλις	68335	794
πένης	80570	794
δόγμα	27818	794
δώδεκα	29698	793
προίημι	nlsj89543	792
πατρῷος	80107	792
διοικέω	27148	792
ἀκριβής	3466	791
ἥρως	47601	790
διαθήκη	24801	789
φθέγγομαι	110662	788
φθόνος	110745	788
ἀσφάλεια	16862	788
γελάω	21783	787
πέμπτος	80555	787
εὐδαιμονία	43591	787
ὀργίζω	74777	787
Ἕκτωρ	nlsj795	785
ὑφίστημι	109865	785
φροντίζω	112367	784
φρουρά	112379	784
σπονδή	96042	783
διδάσκαλος	26411	783
πύργος	91605	782
Ποσειδῶν	85893	782
Βαβυλών	18968	781
παραχρῆμα	79103	781
στόλος	96979	780
Ἀννίβας	nlsj1499	779
Μοῦσα	68876	778
δῶμα	29773	777
πρόκειμαι	87771	777
ἡμέρα	46966	776
διαπράσσω	25630	775
προίστημι	nlsj89813	775
Αἰτωλός	nlsj4018	774
μηκέτι	67344	773
σοφιστής	95654	773
ὕπνον	108078	772
καταβάλλω	53653	772
δίς	27438	770
δέος	nlsj32161	769
μεστός	66561	769
μαθητής	64521	769
ἑξήκοντα	37285	768
ἡνίκα	47405	768
καταφεύγω	55499	768
προσδέχομαι	88855	767
πρόβατον	86798	767
Διονύσιον	27209	766
Ἄργος	nlsj1560	765
χορός	114468	765
ἐπείγω	38467	763
κατασκευή	55149	763
Σπάρτη	95770	761
τεκμήριον	102847	761
ὀκτώ	72852	760
μεταλαμβάνω	66746	760
τιμωρέω	104015	758
Ἀριστοτέλης	nlsj2729	756
ἐπαγγέλλω	37818	753
ἀναλίσκω	6905	753
πορεία	85724	753
μεταπέμπω	66860	751
σκεῦος	94741	751
νοσέω	71037	750
Σκύθης	95258	749
νύμφη	71282	746
ἐκδίδωμι	31875	746
ἀσπάζομαι	16341	746
καθαιρέω	51661	745
θέρος	48498	744
ἀποβάλλω	12253	744
προσκυνέω	89676	744
Ἀλκιβιάδης	nlsj2152	744
ἀμείβω	5103	742
γυμνός	22997	742
πλανάω	83467	742
πόσος	85912	742
κῆρυξ	57262	741
ἆθλον	2031	741
σχολή	101959	740
Ἀρκάς	nlsj2752	738
πλήρης	83825	738
μορφή	68791	737
ἰδέα	49817	737
πρεσβευτής	86291	737
ὑπολείπω	108676	735
συχνός	101538	735
φυσικός	112703	735
αὐτόθι	17730	734
πρᾶος	86187	734
ἡδέως	46645	734
μαρτυρία	65088	733
θεά	47950	732
λίαν	63013	732
βιάω	19891	732
ἐφίζω	45772	732
παραινέω	78056	731
ἐγείρω	30040	730
πέρας	80978	730
αὐλή	17412	728
ὅσιος	75526	728
λέξις	62383	728
δεσμός	24184	727
ἀπολογέομαι	13108	727
βαθύς	19082	726
ἔλαιον	33348	726
ἀναστρέφω	7561	726
προτίθημι	90522	726
σπουδαῖος	96089	726
Ἀγαμέμνων	317	724
ὀφείλω	76079	723
ἐπιγίγνομαι	39045	722
τόξον	104311	721
ἐγκαλέω	30097	721
ἤπειρος	47462	720
ἄπορος	13586	720
ταραχή	102433	720
τεύχω	103681	719
πληγή	83763	718
καθίζω	51825	717
συμπίτνω	98707	716
οἰκουμένη	72373	715
ἐπιγράφω	39091	714
ἁπλόος	12210	714
ἰσχύω	51368	714
τόλμα	104224	713
πανταχοῦ	77596	713
μακάριος	64586	712
συλλογισμός	98213	711
Μιθριδάτης	nlsj7870	711
ταπεινός	102386	710
προθυμία	87537	709
διέξειμι	26602	709
στερεός	96560	709
δοξάζω	28003	709
ἀναγράφω	6384	709
νομοθέτης	70991	709
Μενέλαος	66270	708
ἔνθεν	35570	708
κρέας	59781	707
φιλοτιμία	111544	707
τέρπω	103190	706
στεφανόω	96666	706
πλόος	83945	706
δισχίλιοι	27522	706
συγγενής	97507	705
κλαίω	57683	704
ἀπιστέω	12133	704
ἐπιφαίνω	41481	704
Ἀντίπατρος	nlsj2461	704
μέμφομαι	66252	703
παραβάλλω	77768	702
χάραξ	113371	701
στρατηγέω	97112	700
αἰσχύνη	2739	699
βόα	20179	694
περιίστημι	81432	694
σήμερον	93824	694
ὦμος	116218	693
διασῴζω	26008	693
αὐτοκράτωρ	17775	692
προεῖπον	87148	690
ἐλεάω	33511	689
βίαιος	19879	689
ἐφίημι	45773	688
ὄργανον	74752	688
δημοκρατία	24421	688
ἀποδέχομαι	12449	687
ἑσπέρα	42926	687
ἀμφισβητέω	6058	687
θέατρον	47991	686
ἀριστερός	15088	685
ἐξελαύνω	37095	684
ἀποστερέω	13841	684
βροτός	21056	682
τελέω	102995	681
ἀρέσκω	14954	681
μάντις	64961	680
ἑός	37805	680
ἐπιχώριος	41705	679
ἀκρόπολις	3615	678
ταῦρος	102589	677
καταστρέφω	55313	677
ῥητορικός	92373	677
Ἀγησίλαος	nlsj1957	677
παντοδαπός	77627	676
λοιδορέω	63814	676
κάλλιστα	nlsj61373	676
μαρτύρομαι	65091	676
ἀνδρεῖος	7915	676
διαμένω	25249	676
συνήθης	100524	675
ὁτιοῦν	75699	675
ἐπίπεδος	40462	675
παρεμβολή	79335	675
ὑπερέχω	107520	674
ἀξίωμα	11075	674
ἐφέζομαι	45637	673
αἵρεσις	2645	673
ἠώς	47695	672
σιωπάω	94473	672
μαίνομαι	64562	672
ὠφέλεια	116469	672
Νεῖλος	70050	671
ἔλεος	nlsj39429	670
Σπαρτιάτης	nlsj10192	670
ἀκοή	3261	668
ἐντέλλω	36198	668
προδίδωμι	87038	668
τραῦμα	104586	667
φρόνιμος	112362	667
μουσικός	68891	667
αἰδέομαι	2234	666
προσδαίω	88781	665
ὄλλυμι	73172	663
ἀσκέω	16266	663
Θράκιος	nlsj9629	663
ἀντέχω	9757	663
πρεσβεύω	86293	663
ἐπιτάσσω	41258	663
Θεσσαλός	48551	662
εἴδωλον	30885	662
διαβολή	24567	661
οὐδέποτε	75774	661
λεπτός	62528	660
Λακεδαίμων	61708	659
θρασύς	49046	659
ὑποτίθημι	109358	659
πόντος	85696	658
γόνυ	22660	658
ἔχθρα	45936	658
καταγιγνώσκω	53784	658
ἀπόδειξις	12416	658
κτῆμα	60340	657
διάγω	24666	657
στενός	96503	657
πάντῃ	77613	656
κέντρον	56642	656
θόρυβος	48975	655
συνίημι	100673	653
ἅπαξ	11433	653
φρόνημα	112351	653
παροξύνω	79746	653
Φωκεύς	nlsj5617	652
κατορθόω	56089	652
διάθεσις	24792	652
γονεύς	22633	651
χρησμός	114672	651
ὑποδέχομαι	108279	650
ἀνάπτω	7327	650
ἐθίζω	30796	648
ἁρμονία	15281	647
ναυμαχία	69839	646
γλυκύς	22389	645
ἀναγκαῖον	6328	645
σκότος	95221	644
πάθη	76512	644
σύγκειμαι	97767	644
φιλοσοφέω	111483	644
δραχμή	28355	644
γέλοιος	21802	643
ἀποπέμπω	13394	642
διατριβή	26114	641
ὅπη	74432	640
καθεύδω	51773	639
πατάσσω	79998	639
σίδηρον	94033	638
ἀνάθημα	6549	637
θεραπεία	48372	637
ἐπιλαμβάνω	39984	636
Περικλέης	nlsj8790	636
μαλακός	64791	635
ἀπολαύω	13028	634
ἔνδοξος	35273	634
ῥαίδιον	92105	633
κῦμα	60736	631
ἐνδίδωμι	35219	631
τρισχίλιοι	105296	630
ὀρέγω	74797	629
εὐχή	45492	629
ἄγνοια	722	629
δυναστεία	28577	629
Τροία	105483	628
φθονέω	110740	627
ὗς	109687	627
ἀξιάω	11004	627
σύγκλητος	97823	627
τοσόσδε	104417	626
τραχύς	104639	626
δίχα	27629	626
Ξέρξης	nlsj4392	626
πεῖρα	80340	625
ἄλλοτε	4493	624
δέησις	23628	624
προσεῖπον	88973	623
στήλη	96702	623
ἐκπλήσσω	32686	623
ἀναμιμνήσκω	7007	623
Μεσσήνιοι	nlsj7746	623
πλάτος	83557	622
κοῦφος	59516	620
συγγραφεύς	97547	620
ἀφανής	18127	619
ἀξιόλογος	11036	619
βάθος	19005	618
πλάσσω	83495	616
κοινωνία	58450	616
συλλάω	71709	616
ἄχθομαι	18706	615
σύνοιδα	100771	615
Πελοποννήσιοι	80505	615
Θεμιστοκλέης	nlsj9493	615
ἐγγίγνομαι	29974	614
ἐξελέγχω	37097	614
διάστημα	25916	614
ἀποβαίνω	12252	613
Κόρινθος	59120	613
ἐνίστημι	35732	613
περιπίπτω	81903	612
κοιμάω	58367	610
δαιμόνιον	23230	610
κοιλία	58319	609
νῶτον	71413	608
φείδομαι	110484	608
ἀπαιτέω	11250	608
κέρδος	56840	607
ἐφεξῆς	45660	607
ἵημι	50165	606
τιτρώσκω	104095	606
πανταχόθεν	77592	606
ἄδηλος	1239	605
ἐπιτήδευμα	41338	605
καθήκω	51792	604
ἐπιβουλή	38966	603
ἀνάλογος	6933	603
τίμιος	103993	602
ἄπιστος	12137	601
ἐνώπιος	36453	601
ἱκνέομαι	50284	600
κόιλος	nlsj67620	600
ὄντως	74185	599
αἴξ	2577	596
προβάλλω	86767	596
κατατίθημι	55407	596
οὐδέτερος	75777	596
φρούριον	112392	596
ἐξαποστέλλω	36880	596
ἄθλιος	2024	595
πιθανός	83081	595
Ἰβηρίη	nlsj3431	594
ἀνίημι	9014	593
Εὐρώπη	45073	593
Ἰνδή	nlsj3501	593
Ξενοφῶν	71559	592
πλήσσω	83869	591
κέλλω	56518	589
γείτων	21765	589
ἑκούσιος	32544	589
γνωρίζω	22522	588
κατηγορία	55917	588
οἴκαδε	72245	587
συγγνώμη	97527	587
ἔγκλημα	30299	587
στασιάζω	96255	587
Κίλιξ	57393	586
Φοῖνιξ	nlsj5527	586
προσστάζω	90063	586
Ἴων	51557	586
ἀστήρ	16527	585
στοιχεῖον	96929	585
ἀδίκημα	1379	584
Λεύκιος	nlsj7093	584
ψεῦδος	115563	583
κτῆσις	60368	583
ἐπινοέω	40331	583
παραλείπω	78309	583
φίλιος	111032	582
τρυφή	105753	582
ἀνατολή	7637	581
τύπτω	105945	580
μνᾶ	68151	580
γέλως	21810	579
ἄστρον	16664	579
σωτήρ	102095	579
ἁμάρτημα	4962	579
δημοτικός	nlsj32859	579
ἐννοέω	35863	577
ἔφοδος	45812	577
τετρακόσιοι	103421	577
κόμη	58782	576
μέτειμι	67068	576
παρρησία	79828	576
περιλάω	81634	575
διίστημι	nlsj33345	574
εὐφραίνω	45432	574
φυτόν	112769	574
χρῶμα	115055	574
καθώς	51949	572
ἀφορμή	18460	572
μηχανή	67619	571
μηνύω	67501	571
πονέω	85643	571
Διονύσιος	27210	571
ὠφέλιμος	116477	570
μάχαιρα	65265	569
προσποιέω	89982	569
πέλω	80522	568
καρτερός	53496	567
διπλόος	27393	566
ἐμπίμπρημι	34354	566
δήμαρχος	24358	564
ἀληθινός	4083	564
μέλος	66187	563
Κελτός	nlsj6183	563
περιγίγνομαι	81191	562
ἀρχιερεύς	15936	562
δῖος	27293	561
Ὠκεανός	116092	561
ἀνόητος	9139	561
ζημία	46228	561
ἑβδομήκοντα	29902	561
ἐξίστημι	37410	560
προκαλέω	87626	559
φονεύω	112048	559
διορίζω	27271	559
ποιητικός	84250	557
θρόνον	49203	556
ψιλός	115744	556
συμπόσιον	98792	556
συγγενεύς	97505	556
δάκτυλος	23332	556
ἄγε	408	555
σωφρονέω	102103	554
οὔκουν	75810	554
ἀπόρρητος	13617	554
χιτών	114083	553
ὀκνέω	72763	553
ἀσύμμετρος	16765	553
φορέω	112102	552
ὁμιλέω	73496	551
πόρος	85807	551
σύνεσις	100416	551
συνουσία	100906	551
ἐνίοτε	35710	551
ἔσθω	42896	550
ἴχνος	51530	550
εὐεργεσία	43833	550
ἄνωθεν	10933	550
φοιτάω	112016	549
ἄρκτος	15198	549
ἀσεβής	16134	549
συνέδριον	99832	549
Αἴας	2112	548
πολυτελής	85420	547
δέκατος	23913	546
ἐτάζω	43070	546
ῥώμη	92927	545
συνοικέω	100778	545
Ὄλυμπος	73355	544
ἐξευρίσκω	37244	544
Πόντος	nlsj8979	544
ἐλευθερόω	33623	544
ὁμώνυμος	73974	543
ἐπιστέλλω	41001	543
ἀναπαύω	7159	542
μετέωρος	67156	542
ἔργω	42224	541
καταλέγω	54356	540
ἐνδείκνυμι	35109	540
συλλέγω	98181	539
ἕξις	37405	539
Ἀργᾶς	nlsj2615	538
διακρίνω	25053	538
στρατοπεδεύω	97147	538
θάσσων	47913	537
ὄπισθεν	74463	536
ἕβδομος	29916	536
διαδέχομαι	24697	536
φαντασία	110262	536
ὠθέω	116070	535
Ἑλένη	nlsj968	535
χρέος	114587	535
ἱκετεύω	50257	535
Βοιώτιος	nlsj4249	534
ὑγιαίνω	106197	534
ἐμπειρία	34270	534
ἀγγέλλω	395	533
καθίημι	51826	532
Σόλων	95593	532
ἀντιλέγω	10090	532
Κρόνος	60131	531
πορθέω	85736	531
Θρᾴκη	48997	531
ἐπαύω	38401	531
Εὐριπίδης	nlsj5158	531
πέρα	80956	530
δειπνέω	23744	530
κατέρχομαι	55845	529
Ἴλιον	nlsj1698	528
συμμίγνυμι	nlsj30855	528
ὑποσχέθω	108066	528
φυλακεύς	112530	528
φήμη	110638	528
ῥεῦμα	92305	528
ἀκόλουθος	3295	528
ἀέκων	1666	527
ἔξοδος	37470	527
στέλλω	96447	526
περίοδος	81774	526
περιμένω	81694	525
νοητός	70922	525
διπλάσιος	27371	524
σκέλος	94677	523
εὐδοκιμέω	43689	523
γραφεύς	22813	523
ὑγίεια	106205	522
Θησεύς	48835	521
ποθέω	84205	521
πυκνός	91439	521
χεῖλος	nlsj112815	521
Ἅιδης	2244	520
πόσις	85907	520
ἐπίκειμαι	39661	520
ὑγιής	106209	520
διαρπάζω	25718	520
θαυμάσιος	47922	520
μάτην	65240	520
ἐντολή	36263	520
δύω	29677	519
ὑστεραῖος	109730	519
Θήβη	nlsj9571	518
κηρύσσω	57264	516
σφάλλω	101611	516
θεῖος	48052	516
στρατηγία	97115	515
Λυκοῦργος	nlsj7318	514
ὄνος	74165	514
δειλός	23690	513
κορυφή	59238	513
διεξέρχομαι	26613	513
τέλλω	103005	512
δράκων	nlsj36741	512
πορίζω	85760	512
ὁμολογία	73748	512
παράνομος	78501	512
δυσχεραίνω	29624	512
οἴκοι	72340	511
ἅλς	4670	510
διαγιγνώσκω	24619	510
ἄρτιος	15682	509
μονάς	68449	509
κόπτω	59034	508
ἀποδιδράσκω	12483	508
ἐγκαταλείπω	30156	508
μαρτύριον	65089	508
ἀποχωρέω	14339	508
ἀπεῖπον	11711	507
ὄγκος	71976	507
ληιστής	nlsj70662	506
αὐτόματος	17807	505
Ἡράκλεα	nlsj1119	505
παραιτέομαι	78071	505
συγγίγνομαι	97523	505
συγγράφω	97555	505
συντρίβω	101069	505
θεράπων	48395	504
χῶρος	115235	504
ἄσμενος	16330	504
μεταδίδωμι	66639	504
θέω	48574	503
λήγω	62824	503
λόχος	nlsj71220	503
φίλτατος	111621	503
ἐπιλανθάνομαι	nlsj578	503
ὄνειρος	74050	502
παντοῖος	77640	502
τέως	103740	502
Κάσσιος	nlsj5906	502
ποιμήν	84331	501
Ἥλιος	nlsj821	501
βασίλειον	19544	501
ἀνδριάς	7944	501
ἀπεργάζομαι	11894	501
ἐγκρατής	30406	500
ποίησις	84245	500
παραμένω	78400	499
σπείρω	95836	499
γυμνάζω	22958	499
ὁπότερος	74627	498
αὐχήν	18062	498
ἐκτίνω	33014	497
νύκτωρ	71262	497
φθορά	110746	497
φιλάνθρωπος	110858	496
χωρίζω	115210	496
ἄργυρος	14873	495
παιδιή	nlsj80964	495
φλόξ	111844	494
στῆθος	96698	493
μηχανάομαι	67615	493
μνῆμα	68166	493
Τίτος	nlsj10647	493
ὑπάγω	106796	492
ἐλλείπω	33809	492
ξηρός	71620	492
μῖσος	68096	492
ἀπογιγνώσκω	12349	492
ἄφρων	18550	491
ἀποβλέπω	12281	491
συνόχωκα	100930	490
ἐναργής	34982	490
χειρόω	113648	490
ἴσχω	51369	489
ἀκμή	3241	489
ἕκτος	33057	488
ὀγδοήκοντα	71944	488
μουσική	68890	488
ἐπισκέπτομαι	40852	488
παρατάσσω	78901	488
ἀποκρύπτω	12965	487
Βυζάντιος	nlsj4369	487
ἰσθμός	nlsj3574	486
πένθος	80609	485
τάλας	102242	485
σκληρός	nlsj99416	485
μανία	64915	485
παραλάω	78352	485
ἐκφεύγω	33161	484
μέλη	65975	484
ὀλιγαρχία	72980	484
ἀποφέρω	14197	483
ποιότης	84365	483
πεντακισχίλιοι	80655	482
διαφυλάσσω	26259	482
εὐσέβεια	45098	481
ἱππικός	50721	481
πενία	80610	480
κεφάλαιος	56978	480
καταπλέω	54836	478
εὐτυχέω	45368	478
δημιουργός	24394	477
παράπαν	78538	477
ὅριον	75096	476
τοῖος	104165	475
κάτειμι	55728	475
δυσχερής	29630	475
παράλιος	78332	475
μάθημα	64512	475
μισθόφορος	68018	475
θυσιαστήριον	49565	475
πρόσοδος	89796	474
ὀδούς	72099	473
βιόω	19992	473
δουλεία	28155	473
διαλαμβάνω	25106	473
δοκιμάζω	27858	473
δανείζω	23420	473
χαρίεις	113379	472
μηρός	67526	472
θρίξ	49173	472
χρώς	115067	472
ἔσω	43060	472
ἐννέα	35769	471
ἄκων	3800	471
σκιά	94815	471
ὁμιλία	73505	471
ἐραστής	42132	471
ὄλεθρος	72928	470
λούω	63937	470
εὐλογέω	44388	470
ἐπιφάνεια	41483	470
πιέζω	83057	469
μακράν	64619	469
ἐγγράφω	30006	469
περιτίθημι	82367	469
ἀπόκρισις	nlsj24083	469
ἐπιτιμάω	41360	468
Ἑλλήσποντος	33840	467
θήρα	48704	467
τάφρος	102663	467
ποίημα	84238	467
ἐνδεής	35105	467
Λακωνικός	61754	467
ἀπειλέω	11699	466
ἄμπελος	5496	466
ἐξαμαρτάνω	36677	466
ἀπόστασις	13813	466
